Dealer_ID,Dealer_State,Make,Vehicle Category,Vehicle Colour,Listing Month,Transmission Type,Fuel Type,Cylinders,Engine Size,CO2 Emissions
D037,NSW,LEXUS,SUBCOMPACT,Silver,Jul,AV10,Z,6,3.5,189
D010,VIC,TOYOTA,PICKUP TRUCK - SMALL,Black,Mar,AS6,X,6,3.5,280
D004,QLD,MERCEDES-BENZ,COMPACT,Grey,Jan,A9,Z,6,3,235
D027,VIC,NISSAN,TWO-SEATER,White,Mar,M6,Z,6,3.7,278
D021,QLD,JAGUAR,MINICOMPACT,Blue,Aug,AS6,Z,8,5,313
D031,QLD,HYUNDAI,SUV - SMALL,Red,Jul,A6,X,6,3.3,258
D010,VIC,CADILLAC,MID-SIZE,Black,Nov,AS6,Z,4,2,248
D028,NSW,LEXUS,MID-SIZE,Silver,Mar,AV6,X,4,2.5,124
D035,VIC,MASERATI,MID-SIZE,Silver,May,AS8,Z,6,3,293
D010,VIC,BENTLEY,MID-SIZE,Orange,Sep,AM8,Z,12,6,373
D017,VIC,BMW,MID-SIZE,Black,Nov,AS8,Z,8,4.4,324
D018,NSW,JEEP,SUV - SMALL,Black,Nov,A8,X,4,2,245
D021,QLD,FORD,SUV - SMALL,Green,Nov,AS8,X,4,2,224
D013,QLD,BMW,MID-SIZE,,Dec,A8,Z,8,4.4,281
D034,VIC,FORD,FULL-SIZE,Silver,Nov,AS6,X,6,3.5,260
D060,NSW,BMW,SUBCOMPACT,Grey,Jun,AS8,Z,6,3,227
D035,VIC,CADILLAC,FULL-SIZE,White,Jun,AS8,X,6,3.6,259
D026,NSW,AUDI,MID-SIZE,Grey,Mar,AS8,Z,6,3,251
D029,NSW,VOLKSWAGEN,STATION WAGON - SMALL,Unknown,Jun,M6,X,4,1.8,225
D037,NSW,LAND ROVER,SUV - STANDARD,Black,Nov,AS8,E,8,5,342
D034,VIC,BMW,COMPACT,Red,Apr,AS8,Z,6,3,233
D027,VIC,JEEP,SUV - SMALL,White,Apr,A9,X,4,2.4,239
D024,SA,GMC,SUV - STANDARD,Grey,Sep,A6,E,8,5.3,321
D038,VIC,CADILLAC,MID-SIZE,White,Aug,AS8,Z,8,6.2,329
D049,QLD,LINCOLN,SUV - SMALL,Red,Apr,AS6,X,4,2,256
D056,WA,HONDA,FULL-SIZE,Grey,Jun,M6,Z,4,1.5,167
D019,WA,JAGUAR,FULL-SIZE,Blue,Jun,AS8,Z,8,5,306
D010,VIC,BUICK,MID-SIZE,Grey,Mar,AS6,X,4,2.4,189
D034,VIC,MERCEDES-BENZ,MID-SIZE,White,Jan,A9,Z,4,2,246
D034,VIC,CHEVROLET,SUV - STANDARD,Black,May,A6,X,6,3.6,315
D012,SA,HONDA,SUV - SMALL,Grey,Apr,A5,X,6,3.5,264
D006,TAS,MERCEDES-BENZ,FULL-SIZE,Black,Aug,A9,Z,8,4,286
D052,NSW,FIAT,MINICOMPACT,White,Aug,M5,X,4,1.4,183
D011,VIC,GMC,PICKUP TRUCK - SMALL,Grey,Jun,M6,X,4,2.5,251
D045,WA,AUDI,SUV - STANDARD,White,Jan,AS8,Z,4,2,253
D018,NSW,VOLKSWAGEN,COMPACT,Brown,Oct,M5,X,4,1.8,192
D049,QLD,VOLKSWAGEN,SUBCOMPACT,Grey,Mar,AS6,X,4,2,191
D038,VIC,TOYOTA,PICKUP TRUCK - SMALL,Blue,May,M6,X,6,3.5,300
D038,VIC,TOYOTA,PICKUP TRUCK - SMALL,Silver,Apr,AS6,X,6,3.5,278
D009,NSW,ACURA,COMPACT,Silver,Mar,AM8,Z,4,2.4,196
D003,WA,FORD,MID-SIZE,Red,Jun,M6,X,4,2,219
D054,QLD,BMW,FULL-SIZE,Black,Sep,AS8,Z,6,3,235
D019,WA,MERCEDES-BENZ,MID-SIZE,Blue,Apr,AS7,Z,4,2,206
D053,WA,MAZDA,MINIVAN,White,Jul,M6,X,4,2.5,225
D059,NSW,CHRYSLER,FULL-SIZE,Silver,Nov,A8,X,6,3.6,258
D022,VIC,PORSCHE,TWO-SEATER,Green,Apr,M6,Z,4,2,229
D015,VIC,MERCEDES-BENZ,SUBCOMPACT,White,Jul,A9,Z,4,2,218
D037,NSW,FIAT,TWO-SEATER,Grey,Dec,A6,X,4,1.4,187
D043,QLD,DODGE,FULL-SIZE,White,Mar,A5,X,6,3.6,258
D019,WA,CHEVROLET,VAN - CARGO,White,Apr,A4,E,8,5.3,334
D007,QLD,MAZDA,SUV - SMALL,Grey,Sep,AS6,X,4,2.5,206
D057,VIC,PORSCHE,SUV - SMALL,Black,Jul,AM7,Z,4,2,264
D005,NSW,LEXUS,SUBCOMPACT,Silver,May,AS6,Z,6,3.5,258
D006,TAS,FORD,PICKUP TRUCK - STANDARD,White,Mar,AS10,X,6,3.5,304
D039,NSW,HONDA,TWO-SEATER,White,Jul,M6,X,4,1.5,159
D014,WA,CHEVROLET,SUV - SMALL,White,Apr,A6,X,6,3.6,276
D028,NSW,FIAT,MINICOMPACT,Silver,Apr,A6,X,4,1.4,182
D006,TAS,AUDI,COMPACT,Black,May,AM7,Z,6,3,253
D005,NSW,FORD,PICKUP TRUCK - STANDARD,Black,Jan,AS6,X,6,2.7,263
D015,VIC,NISSAN,SUV - SMALL,Green,Feb,M6,X,6,4,315
D013,QLD,HYUNDAI,SUV - SMALL,Silver,Jan,AS6,X,4,2,211
D012,SA,DODGE,FULL-SIZE,Black,Jun,A8,X,6,3.6,251
D010,VIC,MERCEDES-BENZ,MID-SIZE,Red,Oct,AS7,Z,8,4.7,262
D048,NSW,JAGUAR,TWO-SEATER,Blue,Apr,AS8,Z,6,3,242
D017,VIC,PORSCHE,MINICOMPACT,Grey,Dec,M7,Z,6,3.4,251
D051,NSW,JEEP,SUV - SMALL,,Sep,A9,E,4,2.4,226
D046,WA,LAMBORGHINI,TWO-SEATER,Grey,Jul,AM7,Z,10,5.2,366
D010,VIC,GMC,VAN - PASSENGER,Silver,Feb,A6,E,8,,410.5
D051,NSW,PORSCHE,MINICOMPACT,White,Dec,AM7,Z,6,3.4,240
D014,WA,NISSAN,PICKUP TRUCK - SMALL,Black,Jun,,X,4,2.5,283
D009,NSW,PORSCHE,MINICOMPACT,Grey,Sep,AM7,Z,6,3.4,242
D025,WA,LINCOLN,MID-SIZE,White,Apr,AV,X,4,2,139
D001,WA,JEEP,SUV - SMALL,White,Jul,A9,X,6,3.2,241
D005,NSW,BUICK,SUV - STANDARD,Grey,Dec,,X,6,3.6,263
D053,WA,FORD,PICKUP TRUCK - STANDARD,Silver,Jul,A6,X,6,3.7,308
D051,NSW,GMC,PICKUP TRUCK - STANDARD,Silver,Oct,A6,E,8,5.3,275
D023,TAS,CHEVROLET,VAN - CARGO,Black,Aug,A4,X,8,5.3,366
D035,VIC,HYUNDAI,FULL-SIZE,Silver,Oct,M6,X,4,1.6,218
D027,VIC,NISSAN,STATION WAGON - SMALL,Blue,Feb,M6,X,4,,177
D023,TAS,GMC,SUV - SMALL,Black,May,A9,X,4,,201
D002,VIC,CHEVROLET,MID-SIZE,White,Jun,AS6,X,6,3.6,272
D024,SA,HYUNDAI,MID-SIZE,Blue,Mar,,X,4,1.8,176
D015,VIC,VOLVO,SUV - STANDARD,Red,Oct,AS8,Z,4,2,227
D054,QLD,HONDA,SUV - SMALL,Black,Oct,AV,X,4,1.5,181
D004,QLD,CHEVROLET,COMPACT,White,Mar,AS6,X,4,1.4,114.6
D021,QLD,HYUNDAI,FULL-SIZE,White,May,AS8,X,4,2.5,182
D042,WA,SUBARU,MINICOMPACT,Silver,Jul,M6,Z,4,2,231
D029,NSW,CHEVROLET,MID-SIZE,Grey,Jun,,Z,4,2,214
D001,WA,LEXUS,SUV - SMALL,,Feb,AV6,Z,6,3.5,189
D022,VIC,CADILLAC,SUV - STANDARD,White,Nov,A6,E,8,6.2,322
D017,VIC,JEEP,SUV - SMALL,Grey,Aug,A8,X,6,3.6,259
D026,NSW,CHEVROLET,SUV - SMALL,White,Feb,AS6,X,4,1.4,196
D031,QLD,FORD,SUBCOMPACT,Grey,Jul,AS10,X,8,5,289
D038,VIC,AUDI,SUBCOMPACT,White,Mar,AM7,Z,4,2,223
D017,VIC,CHRYSLER,COMPACT,Black,Nov,A6,E,6,3.6,230
D006,TAS,HONDA,COMPACT,Red,Feb,AV,X,4,2,164
D005,NSW,CHEVROLET,SUV - SMALL,Red,Jul,A6,E,4,,223
D052,NSW,CHEVROLET,SUV - STANDARD,White,Jul,A6,X,8,5.3,310
D001,WA,CHRYSLER,FULL-SIZE,White,Mar,A8,E,6,3.6,222
D011,VIC,NISSAN,PICKUP TRUCK - SMALL,Unknown,Nov,M6,X,6,4,313
D002,VIC,CHEVROLET,PICKUP TRUCK - STANDARD,White,Apr,A8,X,8,5.3,307
D033,VIC,BMW,SUBCOMPACT,Green,Jul,,Z,,3,229
D018,NSW,TOYOTA,COMPACT,Silver,Apr,AV,X,4,1.5,108
D027,VIC,TOYOTA,SUV - SMALL,White,Mar,,X,4,2.5,208
D025,WA,AUDI,MID-SIZE,Silver,Mar,AS8,D,6,3,213
D048,NSW,HONDA,STATION WAGON - SMALL,Red,May,AV7,X,4,1.5,166
D048,NSW,AUDI,SUV - SMALL,White,Sep,AS8,Z,4,2,239
D026,NSW,GMC,SUV - STANDARD,Blue,Mar,A6,X,8,5.3,325
D024,SA,HYUNDAI,COMPACT,White,Nov,AM6,X,4,1.6,191
D027,VIC,HONDA,SUV - SMALL,Yellow,Nov,AS9,X,6,3.5,257
D005,NSW,VOLKSWAGEN,STATION WAGON - SMALL,Silver,Feb,AS6,X,4,1.8,192
D045,WA,CHEVROLET,SUV - STANDARD,Red,Feb,A6,X,6,3.6,290
D036,NSW,PORSCHE,MINICOMPACT,White,Nov,AM8,Z,6,3,277
D058,VIC,LAND ROVER,SUV - STANDARD,White,May,AS8,D,6,3,254
D021,QLD,KIA,MINIVAN,White,Jan,AS8,X,6,3.3,272
D052,NSW,PORSCHE,TWO-SEATER,Silver,Apr,AM7,Z,4,2,219
D058,VIC,BUICK,SUV - SMALL,White,Dec,AS6,X,4,1.4,208
D036,NSW,FIAT,SUV - SMALL,Yellow,Dec,A9,X,4,1.3,213
D052,NSW,BMW,FULL-SIZE,Green,Apr,A8,Z,8,4.4,292
D052,NSW,TOYOTA,MID-SIZE,Black,Apr,AV,X,4,2.5,137
D014,WA,DODGE,MID-SIZE,Black,Nov,M6,X,8,5.7,301
D038,VIC,FORD,PICKUP TRUCK - STANDARD,Black,Jun,AS6,X,8,5,347
D039,NSW,CHEVROLET,VAN - PASSENGER,White,May,A4,E,8,5.3,344
D020,QLD,MAZDA,MID-SIZE,White,Jul,AS6,X,4,2.5,183
D043,QLD,BMW,FULL-SIZE,White,Jul,,Z,4,2,208
D027,VIC,BMW,SUBCOMPACT,White,Dec,M6,Z,4,2,219
D038,VIC,BMW,SUV - SMALL,Red,Jan,AS8,Z,4,2,240
D042,WA,BMW,COMPACT,Grey,Mar,A8,Z,4,2,209
D026,NSW,PORSCHE,MINICOMPACT,Red,Jun,AM7,Z,6,3.4,242
D021,QLD,FORD,SPECIAL PURPOSE VEHICLE,Silver,Sep,AS8,X,4,2,214
D042,WA,LAND ROVER,SUV - SMALL,Grey,Jul,AS9,Z,4,2,246
D051,NSW,GMC,PICKUP TRUCK - STANDARD,Silver,Mar,A6,E,8,5.3,277
D029,NSW,VOLVO,STATION WAGON - MID-SIZE,Green,Jun,AS8,Z,4,2,219
D037,NSW,JAGUAR,MID-SIZE,White,Mar,AS8,Z,6,3,281
D008,WA,BMW,SUBCOMPACT,White,Jul,AS8,Z,6,3,398.4
D026,NSW,BUICK,COMPACT,White,May,AS6,X,4,2.4,224
D005,NSW,MERCEDES-BENZ,SUV - SMALL,,Jan,A9,Z,4,2,234
D021,QLD,AUDI,SUV - SMALL,Blue,Apr,AS8,D,6,3,244
D018,NSW,HYUNDAI,FULL-SIZE,Grey,Aug,AM6,X,4,1.6,96
D036,NSW,JEEP,SUV - SMALL,White,Jan,A8,X,4,2,263
D049,QLD,CHEVROLET,PICKUP TRUCK - STANDARD,White,Sep,A6,X,8,5.3,307
D011,VIC,BMW,COMPACT,Silver,Jul,M6,Z,6,3,271
D004,QLD,MERCEDES-BENZ,SUBCOMPACT,Grey,Jun,A9,Z,4,2,231
D042,WA,VOLKSWAGEN,SUBCOMPACT,White,Feb,AS6,X,4,1.8,200
D031,QLD,SUBARU,COMPACT,Blue,Apr,M6,Z,4,2,235
D012,SA,MAZDA,MID-SIZE,Silver,Jun,AS6,X,4,2.5,187
D020,QLD,ASTON MARTIN,MINICOMPACT,Black,Dec,A8,Z,8,4,271
D040,QLD,LAND ROVER,SUV - STANDARD,Black,Jun,,Z,8,5,345
D052,NSW,MAZDA,COMPACT,Black,Jun,M6,X,4,2,161
D037,NSW,PORSCHE,MINICOMPACT,Yellow,Sep,AM7,Z,6,3,228
D014,WA,HONDA,COMPACT,Orange,Apr,AV7,X,4,1.5,158
D044,NSW,FORD,PICKUP TRUCK - STANDARD,Blue,Nov,AS10,X,8,5,307
D060,NSW,FIAT,MINICOMPACT,Black,Aug,A6,X,4,,202
D004,QLD,MITSUBISHI,SUV - SMALL,Grey,Nov,AV6,X,4,2.4,223
D020,QLD,JEEP,SUV - SMALL,,Nov,A9,X,4,2.4,225
D014,WA,DODGE,SUV - STANDARD,White,May,A8,X,8,5.7,253.5
D039,NSW,BMW,SUBCOMPACT,Grey,May,M6,Z,6,3,248
D020,QLD,CHEVROLET,MID-SIZE,White,Apr,AS6,X,4,1.4,172
D017,VIC,MINI,TWO-SEATER,Silver,Apr,AS6,Z,4,1.6,186
D044,NSW,BMW,FULL-SIZE,Black,Oct,A8,Z,8,4.4,292
D026,NSW,VOLVO,MID-SIZE,Silver,May,AS6,X,6,3,264
D027,VIC,DODGE,MID-SIZE,Grey,May,M6,X,,2,186
D017,VIC,CHEVROLET,COMPACT,Black,Aug,AS6,X,6,3.6,260
D051,NSW,DODGE,SUV - SMALL,Grey,Feb,A4,X,4,2.4,255
D010,VIC,MERCEDES-BENZ,TWO-SEATER,Silver,Nov,A9,Z,8,4.7,275
D021,QLD,FORD,VAN - PASSENGER,Silver,Sep,AS6,X,6,3.5,346
D024,SA,PORSCHE,MINICOMPACT,Black,Dec,,Z,6,3.8,278
D001,WA,RAM,PICKUP TRUCK - STANDARD,Unknown,Oct,A8,D,6,,278
D011,VIC,JAGUAR,TWO-SEATER,Blue,Jul,AS8,Z,6,,253
D031,QLD,MERCEDES-BENZ,SUV - STANDARD,Silver,Feb,A9,D,6,3,253
D038,VIC,MASERATI,MID-SIZE,White,Jun,AS8,Z,6,3,295
D059,NSW,AUDI,MID-SIZE,White,Oct,AS8,D,6,3,217
D006,TAS,LEXUS,SUV - SMALL,White,Feb,AS6,Z,4,2,226
D037,NSW,VOLKSWAGEN,STATION WAGON - SMALL,Orange,May,M5,X,4,1.8,192
D050,Unknown,PORSCHE,SUV - STANDARD,Red,Dec,A8,Z,6,3.6,281
D031,QLD,VOLVO,SUV - STANDARD,Red,Feb,AS8,Z,4,2,232
D017,VIC,JEEP,SUV - SMALL,Silver,Nov,A9,X,4,2.4,222
D045,WA,LINCOLN,SPECIAL PURPOSE VEHICLE,Unknown,Aug,AS6,X,4,2,235
D036,NSW,TOYOTA,PICKUP TRUCK - SMALL,Black,May,M6,X,6,3.5,299
D036,NSW,FORD,PICKUP TRUCK - STANDARD,Silver,Jul,AS10,E,8,5,300
D010,VIC,INFINITI,MID-SIZE,White,Dec,AS7,Z,6,3.7,274
D020,QLD,JEEP,SUV - SMALL,Grey,Nov,A5,X,6,3.6,299
D009,NSW,PORSCHE,MINICOMPACT,White,Apr,M7,Z,6,3,246
D056,WA,CHEVROLET,PICKUP TRUCK - STANDARD,White,Sep,A8,Z,8,6.2,332
D050,NSW,CHEVROLET,COMPACT,Silver,Apr,,X,4,1.4,170
D019,WA,DODGE,MINIVAN,Silver,Oct,A6,X,6,3.6,271
D013,QLD,FORD,SPECIAL PURPOSE VEHICLE,Blue,Oct,AS6,E,4,2.5,240
D043,QLD,MERCEDES-BENZ,SUV - STANDARD,Blue,Dec,A7,Z,8,4.7,370
D011,VIC,VOLKSWAGEN,MID-SIZE,White,Jun,AM6,Z,6,3.6,239
D016,NSW,MAZDA,SUV - SMALL,White,Jun,M6,X,4,2,199
D038,VIC,TOYOTA,COMPACT,Silver,Sep,M5,X,4,1.5,169
D007,QLD,RAM,SPECIAL PURPOSE VEHICLE,White,Mar,,X,4,2.4,232
D057,VIC,ACURA,SUV - SMALL,White,Feb,AS6,Z,6,3.5,250
D009,NSW,MITSUBISHI,COMPACT,Black,Sep,AV,X,3,1.2,148
D056,WA,FORD,PICKUP TRUCK - STANDARD,Silver,May,AS10,X,8,5,308
D057,VIC,JAGUAR,MID-SIZE,Red,Jul,AS8,Z,6,3,241
D015,VIC,KIA,SUV - SMALL,White,Jun,AS6,X,4,2.4,218
D027,VIC,FIAT,MINICOMPACT,Black,Nov,M5,X,4,1.4,186
D059,NSW,JEEP,SUV - SMALL,Grey,Sep,M5,X,4,2,212
D011,VIC,FORD,VAN - PASSENGER,Grey,Aug,A4,E,8,4.6,368
D035,VIC,TOYOTA,SUV - STANDARD,Green,Jun,AS8,X,6,,251
D037,NSW,TOYOTA,SUV - STANDARD,Grey,Sep,AS6,X,6,3.5,272
D004,QLD,BMW,FULL-SIZE,White,Jul,AS8,Z,8,4.4,282
D053,WA,FORD,SUV - SMALL,Blue,Jun,AS6,X,4,2,246
D060,NSW,INFINITI,SUBCOMPACT,Red,May,,Z,6,3.7,264
D026,NSW,JAGUAR,MID-SIZE,Black,Nov,,Z,4,2,207
D020,QLD,CHEVROLET,SUV - STANDARD,Blue,Nov,A6,E,8,5.3,285
D056,WA,TOYOTA,PICKUP TRUCK - SMALL,Silver,Aug,AS6,X,6,3.5,268
D033,VIC,PORSCHE,MINICOMPACT,White,Jan,AM7,Z,6,3.4,237
D016,NSW,VOLKSWAGEN,COMPACT,White,Dec,M6,X,4,2,198
D015,VIC,CHEVROLET,TWO-SEATER,Silver,Oct,AS8,Z,8,6.2,299
D033,VIC,PORSCHE,MINICOMPACT,Red,Jun,,Z,6,3,230
D003,WA,ASTON MARTIN,TWO-SEATER,White,Dec,M6,Z,8,4.7,362
D020,QLD,ALFA ROMEO,MID-SIZE,Yellow,Jun,,Z,6,2.9,280
D038,VIC,CHEVROLET,SUV - SMALL,Blue,Mar,AS6,X,4,1.4,194
D018,NSW,LINCOLN,MID-SIZE,Unknown,Apr,AS6,X,4,2,245
D040,QLD,TOYOTA,MINIVAN,White,Jan,AS6,X,6,3.5,262
D046,WA,TOYOTA,SUV - STANDARD,Grey,Nov,AV,X,4,2.5,158
D044,NSW,MASERATI,FULL-SIZE,White,Dec,AS8,Z,8,3.8,321
D012,SA,FORD,PICKUP TRUCK - STANDARD,Silver,Oct,AS10,X,6,3.5,336
D016,NSW,BMW,STATION WAGON - SMALL,Blue,Feb,A8,Z,4,2,209
D034,VIC,PORSCHE,TWO-SEATER,Blue,Jan,M6,Z,4,2.5,249
D060,NSW,MERCEDES-BENZ,TWO-SEATER,Black,May,AS7,Z,8,4.7,274
D047,VIC,JEEP,SUV - SMALL,White,Jul,A9,X,6,3.2,256
D057,VIC,GENESIS,COMPACT,White,Jul,AS8,Z,4,2,241
D009,NSW,FORD,FULL-SIZE,White,Sep,AS6,X,6,,293
D046,WA,PORSCHE,MINICOMPACT,Grey,Mar,M7,Z,6,3,260
D047,VIC,LAND ROVER,SUV - STANDARD,Silver,Mar,AS8,Z,8,5,356
D017,VIC,NISSAN,STATION WAGON - SMALL,Grey,Aug,AV8,X,4,2,198
D042,WA,HONDA,TWO-SEATER,White,Oct,AV7,X,4,1.5,145
D025,WA,PORSCHE,TWO-SEATER,White,May,,Z,6,3.4,239
D001,WA,DODGE,FULL-SIZE,Blue,Mar,A8,Z,8,6.25,302
D029,NSW,FORD,SUV - STANDARD,Silver,Jun,AS6,E,6,3.5,288
D016,NSW,DODGE,FULL-SIZE,Red,Aug,A5,X,6,3.6,271
D033,VIC,DODGE,MID-SIZE,Silver,Jun,M6,Z,8,3,352
D007,QLD,VOLKSWAGEN,SUV - SMALL,Grey,Nov,AS8,X,4,2,237
D019,WA,CADILLAC,COMPACT,Grey,Dec,M6,Z,4,2,237
D011,VIC,MINI,MID-SIZE,Red,Feb,AS6,Z,3,1.5,197
D053,WA,CHEVROLET,PICKUP TRUCK - SMALL,Orange,Jul,A6,D,4,2.8,284
D028,NSW,LEXUS,COMPACT,Red,Feb,AS8,Z,8,5,293
D034,VIC,MERCEDES-BENZ,STATION WAGON - MID-SIZE,White,Sep,A9,Z,6,3,259
D016,NSW,LINCOLN,SPECIAL PURPOSE VEHICLE,,Nov,A6,X,6,3.7,297
D045,WA,KIA,MID-SIZE,White,Mar,AS6,X,4,2.4,147
D049,QLD,PORSCHE,MINICOMPACT,Silver,Mar,M7,Z,6,3,257
D021,QLD,MERCEDES-BENZ,SUBCOMPACT,Orange,Sep,AS7,Z,4,2,218
D018,NSW,MERCEDES-BENZ,SUV - SMALL,Grey,Jul,A9,Z,4,2,233
D059,NSW,KIA,SUV - SMALL,Grey,Dec,AS6,X,4,2,263
D021,QLD,JAGUAR,TWO-SEATER,Blue,Aug,AS8,Z,6,3,242
D043,QLD,AUDI,COMPACT,Silver,Mar,M6,Z,4,2,204
D012,SA,DODGE,MID-SIZE,Black,Dec,M6,X,4,2,186
D003,WA,VOLVO,SUV - SMALL,Unknown,Dec,AS8,X,4,2,202
D058,VIC,PORSCHE,MINICOMPACT,White,Jun,AM7,Z,6,3.8,242
D003,WA,AUDI,TWO-SEATER,Orange,Jun,AM7,X,4,2,213
D048,NSW,PORSCHE,MINICOMPACT,Grey,Apr,AM7,Z,6,3.4,232
D005,NSW,BUICK,SUV - SMALL,Black,Dec,AS6,X,4,1.4,199
D019,WA,PORSCHE,MINICOMPACT,White,Jul,AM7,Z,6,3.4,248
D058,VIC,NISSAN,SUV - SMALL,Black,Nov,AV,X,6,3.5,258
D036,NSW,JAGUAR,MID-SIZE,Silver,Oct,AS8,Z,4,2,310.5
D055,QLD,MERCEDES-BENZ,SUBCOMPACT,White,Jul,A7,Z,8,4,291
D051,NSW,FORD,SUV - SMALL,Silver,Oct,AS6,X,4,1.6,209
D024,SA,BMW,COMPACT,Blue,Oct,M6,Z,4,2,207
D051,NSW,CHEVROLET,SUBCOMPACT,Silver,Feb,AS8,Z,4,2,220
D038,VIC,NISSAN,TWO-SEATER,White,Jun,AS7,Z,6,3.7,260
D048,NSW,BUICK,SUV - STANDARD,Orange,Sep,A6,X,6,3.6,315
D046,WA,PORSCHE,FULL-SIZE,Blue,Dec,AM7,Z,8,4.8,300
D015,VIC,PORSCHE,FULL-SIZE,Green,Nov,AM8,Z,8,,261
D003,WA,DODGE,MID-SIZE,Red,Nov,M6,Z,8,6.2,352
D003,WA,FORD,SUV - STANDARD,Black,Apr,AS6,X,6,3.5,303
D015,VIC,RAM,PICKUP TRUCK - STANDARD,Silver,Mar,A8,X,8,5.7,330
D030,QLD,MINI,MINICOMPACT,Black,Apr,AS6,Z,4,1.6,177
D006,TAS,JEEP,SUV - SMALL,White,May,M5,X,4,2,209
D004,QLD,BMW,SUBCOMPACT,White,Nov,M6,Z,6,3,245
D049,QLD,AUDI,MID-SIZE,White,Jul,AS8,Z,4,,216
D040,QLD,JEEP,SUV - SMALL,Yellow,Nov,A6,X,4,2.4,235
D033,VIC,NISSAN,MID-SIZE,Black,Oct,M6,X,4,1.8,179
D007,QLD,KIA,FULL-SIZE,White,Feb,AS6,X,4,2,224
D006,TAS,CHEVROLET,SUBCOMPACT,,Feb,AS8,Z,8,6.2,273
D042,WA,CADILLAC,COMPACT,Black,Nov,AS8,X,6,3.6,247
D002,VIC,CADILLAC,COMPACT,Grey,Mar,AS8,X,6,3.6,233
D060,NSW,MERCEDES-BENZ,TWO-SEATER,White,Aug,AM7,Z,8,4,302
D018,NSW,FORD,PICKUP TRUCK - STANDARD,White,Oct,AS10,E,,5,410.5
D029,NSW,VOLVO,SUV - SMALL,Black,Feb,AS8,Z,4,2,247
D003,WA,DODGE,FULL-SIZE,Grey,Dec,A8,X,6,3.6,258
D055,QLD,FORD,PICKUP TRUCK - STANDARD,White,Mar,AS10,D,6,3,260
D001,WA,AUDI,COMPACT,Grey,Mar,AS6,Z,4,2,237
D037,NSW,GMC,PICKUP TRUCK - STANDARD,Blue,Apr,A6,E,6,4.3,288
D001,WA,BMW,SUV - SMALL,White,Oct,AS8,Z,4,2,207
D024,SA,CHEVROLET,SUV - STANDARD,Blue,May,A6,X,8,5.3,321
D012,SA,FORD,PICKUP TRUCK - STANDARD,Black,Aug,AS10,D,6,3,264
D013,QLD,FORD,SUV - SMALL,White,Nov,AS6,E,4,2.5,218
D021,QLD,SUBARU,STATION WAGON - SMALL,Black,Apr,AV7,X,4,2,177
D018,NSW,JEEP,SUV - SMALL,White,Mar,M6,X,6,3.6,298
D005,NSW,HONDA,FULL-SIZE,Red,Nov,M6,Z,4,1.5,167
D012,SA,MERCEDES-BENZ,COMPACT,,Aug,A9,Z,12,6,343
D039,NSW,JAGUAR,TWO-SEATER,White,Dec,M6,Z,6,3,302
D058,VIC,GMC,PICKUP TRUCK - SMALL,Blue,Apr,A6,D,4,2.8,279
D002,VIC,AUDI,SUBCOMPACT,White,May,AM6,X,4,2,209
D051,NSW,CHRYSLER,FULL-SIZE,Black,Jan,A8,E,6,3.6,243
D037,NSW,AUDI,STATION WAGON - SMALL,Black,Feb,AM7,Z,4,2,206
D030,QLD,LINCOLN,SUV - SMALL,Red,Jun,AS6,X,6,3.7,293
D028,NSW,AUDI,SUBCOMPACT,Silver,Sep,AS8,Z,6,3,245
D049,QLD,AUDI,TWO-SEATER,White,Nov,,X,4,2,213
D033,VIC,PORSCHE,FULL-SIZE,Black,Aug,AM8,Z,8,4,313
D033,VIC,FORD,SUBCOMPACT,Silver,Sep,M6,X,4,2.3,230
D049,QLD,GMC,PICKUP TRUCK - STANDARD,Silver,Aug,A8,X,8,5.3,288
D051,NSW,FORD,PICKUP TRUCK - STANDARD,Blue,Oct,AS10,X,6,3.5,293
D045,Unknown,KIA,MID-SIZE,Green,Oct,AV,X,4,2,165
D025,WA,GMC,SUV - SMALL,Black,Oct,A6,E,4,2.4,223
D025,WA,VOLVO,COMPACT,Blue,Mar,AS8,X,12,2,198
D004,QLD,AUDI,STATION WAGON - SMALL,Blue,Nov,AM7,Z,4,2,221
D055,QLD,JEEP,SUV - SMALL,Green,Jun,A9,X,4,,230
D018,NSW,LAND ROVER,SUV - SMALL,Black,Nov,AS8,Z,4,2,238
D060,NSW,RAM,PICKUP TRUCK - STANDARD,Blue,Jun,A6,X,8,5.7,354
D035,VIC,LEXUS,SUV - SMALL,Blue,Sep,AS6,Z,4,2,221
D058,VIC,JAGUAR,SUV - SMALL,White,Oct,AS8,Z,6,3,277
D021,QLD,ACURA,COMPACT,Grey,Aug,AM8,Z,4,2.4,192
D018,NSW,CADILLAC,COMPACT,Silver,Apr,AS8,X,6,3.6,247
D004,QLD,DODGE,SUV - STANDARD,Red,Oct,A8,X,6,3.6,265
D005,NSW,PORSCHE,TWO-SEATER,Green,Sep,M6,Z,4,2.5,249
D033,VIC,ACURA,SUV - SMALL,White,Sep,AS10,Z,4,2,242
D053,WA,HYUNDAI,MID-SIZE,White,Dec,M6,X,4,2,191
D051,NSW,KIA,COMPACT,White,Aug,M6,X,4,1.6,177
D019,WA,LINCOLN,SUV - SMALL,Unknown,Apr,AS6,X,4,2.3,270
D014,WA,DODGE,MID-SIZE,Black,Feb,M6,Z,8,6.25,325
D032,TAS,FORD,COMPACT,Red,Oct,AM6,X,4,2,178
